track_id,artist_id
2RHDabM5M1Anxs2H8tmspQ,1JspXUvEv3D9ddMeLNqYWj
3goUufQotOykzA3zLkPNyb,6vWDO969PvNqNYHIOW5v0m
3goUufQotOykzA3zLkPNyb,2wIVse2owClT7go1WT98tk
751srcHf5tUqcEa9pRCQwP,581C5Qwl87TskfBEzuoisu
5expoVGQPvXuwBBFuNGqBd,6HvZYsbFfjnjFrWF950C9d
5702raF31K9rvD6KZ6sCTo,6HvZYsbFfjnjFrWF950C9d
2Xrc2SOmcCHi9Fx5PynXVe,4E2rKHVDssGJm2SCDOMMJB
2DocffKfDso8efpWPOYTvI,3M3wTTCDwicRubwMyHyEDy
2DocffKfDso8efpWPOYTvI,0NIIxcxNHmOoyBx03SfTCD
61h5rJ790Vov9ks2Vut5mo,2RqrWplViWHSGLzlhmDcbt
3jtSXngSQ7DvjavyA8Z64x,3J0BpFVUc9LeOIVeN5uNhU
5NBJHzOmBMLehn0zLgo6FT,3J0BpFVUc9LeOIVeN5uNhU
0CpfO9VNiW0OGIaZO6zO3n,78rUTD7y6Cy67W1RVzYs7t
3p84R45PM75ngq8XRoe45o,5SHgclK1ZpTdfdAmXW7J6s
525BSr4N8jG8MpWbFTd6A9,7MoIc5s9KXolCBH1fy9kkw
799NMsaFBhEbMBqcKNiGJF,6PgkNi6EyAfgiKtFwAwvbH
60ai2HTUjTEQQgw2vCseLt,3uX1tstdmFJyxW9b5mSNlU
5hjhaH0vwtpftiLtF3veZp,78rUTD7y6Cy67W1RVzYs7t
5D7AFGloFpXtdT2PiKTEC3,2qnpHrOzdmOo1S4ox3j17x
5D7AFGloFpXtdT2PiKTEC3,65dGLGjkw3UbddUg2GKQoZ
5D7AFGloFpXtdT2PiKTEC3,6LEeAFiJF8OuPx747e1wxR
69j9dsNUQQPBab9vCBu99r,6xKRT9Uw0XOxNsmWX2vNBr
69j9dsNUQQPBab9vCBu99r,7nv9u1rH0xrKytpgKfDKfz
41qpL4RAfuPkkQ4bbf7gSu,6vcPgFOkMWBoY6Ks6eMEWj
41qpL4RAfuPkkQ4bbf7gSu,6sFIWsNpZYqfjUpaCgueju
4EGz4rN8kpKF5mx5i0HHm1,3MM3uKNdJbvefUael12dl3
3oSsklj0Q1zDzJbV8iXtDL,2kQnsbKnIiMahOetwlfcaS
2Kb5Sy93AE70esO90eJgdQ,0NIIxcxNHmOoyBx03SfTCD
2Kb5Sy93AE70esO90eJgdQ,4cUkGQyhLFqKHBtL58HYVp
7MGPr84RIWHL9Zz9xLHe93,0DtXHIvJ8NWBg5pGvsgWnR
4vNOj7chCamVcOTe1MjAAN,0Ek89uaJyo6NfWK22awFvI
4vNOj7chCamVcOTe1MjAAN,3ycxRkcZ67ALN3GQJ57Vig
2eAcey7KS6TmHulCNjxABW,0DbBBj0ScPumRqKXswGQH1
5PF2WtSZV4EtmGx4oER1zt,1A9o3Ljt67pFZ89YtPPL5X
5PF2WtSZV4EtmGx4oER1zt,4V8LLVI7PbaPR0K2TGSxFF
4efHJDBcmhJYs8n9hJcVC8,5CXdWANGwYYRPClH6hhC0P
7fYRg3CEbk6rNCuzNzMT06,7CajNmpbOovFoOoasH2HaY
7fYRg3CEbk6rNCuzNzMT06,6M2wZ9GZgrQXHCFfjv46we
7fYRg3CEbk6rNCuzNzMT06,50co4Is1HCEo8bhOyUWKpn
5wjbycoA8X9C0HKphtnSZC,4VA3EAvncrTucjTmrvd4GE
5wjbycoA8X9C0HKphtnSZC,21C9Dbg9CD3Dv8NaD7iW8e
5MA0iU2dyAFwWUzfyrk2di,4E2rKHVDssGJm2SCDOMMJB
5Dz6wdHlI45KAOBAfMSJRS,43UmVQp9qZILibJ5vHq21k
5Dz6wdHlI45KAOBAfMSJRS,5ITI6SEoUZMIXXkzCfr4oE
